ID;SENT_FROM_NAME;SENT_FROM_ID;RECIVED_BY_NAME;RECIVED_BY_ID;Absendeort;Absendeort_id;Ankunftsort;Ankunftsort_id;Nummer_Harris;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Signatur;url_facsimile;published_in;published_in_url;Datum;letter_text;status_letter_text;summary_en;persons_mentioned;topics_mentioned;normalized_text;scan_erhalten;upload_transkribus;ATR_processed;ATR_proofread;tei_encoded
lassberg-letter-1258;Joseph von Laßberg;lassberg-correspondent-0373;Lorenz Oken;lassberg-correspondent-0278;Eppishausen;lassberg-place-0043;;;615;216;München;Bayerische Staatsbibliothek;;;Alexander Ecker, Lorenz Oken. Eine biographische Skizze. Stuttgart 1880, S. 166/t;https://books.google.de/books?id=vLmIVC1bGZ4C;1828-11-18;;;;;;;;;;;
lassberg-letter-1259;Johann Rudolf Wyss;lassberg-correspondent-0215;Joseph von Laßberg;lassberg-correspondent-0373;Bern;lassberg-place-0020;;;2223;;Bern;Burgerbibliothek;;;;;1828-11-21;;;;;;;;;;;
lassberg-letter-1260;Joseph von Laßberg;lassberg-correspondent-0373;Johann Adam Pupikofer;lassberg-correspondent-0179;Eppishausen;lassberg-place-0043;;;616;?;;;;;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 244;https://books.google.de/books?id=dXkKAAAAIAAJ;1828-11-22;"Hochgeertester Herr! Ich sende Inen hier fürs Erste die bodmerische ausgabe der Pariser Hdschrft der Minnesänger; der Nauclerus ist so schwer und groß, daß ich mich nicht getraue ihn mitzuschiken, und deshalb auf eine freie Gelegenheit warte. Sollten Sie bei Irem heurigen Neujarsblatt (:über Bischofszell:) irgend einen Gegenstand finden, bei welchem Sie vermuthen konnten daß ich im Stande wäre Auskunft zu geben; so stehe ich von ganzem Herzen zu Dienste Ob der Franziskaner Berthold schon um das Jar 1255 in unsern Gegenden gepredigt hat? muß ich schon darum in Zweifel ziehen; weil Joh. Vitoduranus ausdrücklich sagt, daß er Leute gekannt habe, welche ihn predigen hórten. Indessen sind seine Predigten als Teutsche mir allerdings hóchst wichtig ; weil sie in der Volkssprache gehalten worden sind. da Bertold selbst sie: orationes rusticanas nannte, und ich neme mit dem verbindlichsten Danke den gütigen Antrag an, den Sie mir machen, mir solche ad statum legendi z. übermachen, wozu sich eben jetzt eine Gelegenheit darbietet. Haben Sie die Güte mir zu bemerken, wie bald ich sie zurúksenden soll? Ich habe in diesem Spätherbst eine Ausflucht in den Hówgau und einige Gegenden der Donau gemacht, wo mir einige intereßante Notizen über Minnesänger und selbst urkundliche darunter, zur Ausbeute geworden sind. Habe ich Inen den II. Band des Liedersaales noch nicht überschickt, so kann ich es nun sobald nicht thun; denn von allen noch vorhandenen Exemplaren sind die 12 ersten Bogen verloren gegangen, und werden wol neu gedrukt werden müssen. Indessen glaube ich, daß Inen lieb sein konnte, die vorrede zu demselben zu kennen und lege sie daher bei. Dr. Hofmann in Breßlau gibt den Willeram, teutsche Uebersetzung und Auslegung des Hohen liedes auf Subscription neu heraus, das Exemplar kostet 18 Bazen. Archivar Perz in Hannover hat den V. Band unseres Gesellschafts Archives herausgegeben, welcher seine aufKosten der Gesellschaft unternommene Reise nach Italien enthält und voll wichtiger Notizen ist. Ser viele Quellen hat er für die Geschichte der Staufen entdekt, die dem bequemen (: ich móchte lieber sagen faulen:) H. v. Raumer am Wege lagen und von ihm unbeachtet blieben. Wollen Sie jn lesen, so steht er jnen zu Dienste. Künftigen Samstag gehe ich auf einige Tage nach Konstanz, wenn Sie mir das Vergnügen Ires Besuches gónnen wollten; so würde es im Verlauf dieser Woche mir besonders angenem sein. Empfelen Sie mich dem H. Dekan Dänniker, dem ich für seine Notiz über Johannes Damascenus vielmal danke. Mit vollkommener Hochachtung Dero ergebenster J. Laßberg. Eppishausen am 22. Nov. 1828.";done;Johan Adam Pupikofer sends Joseph von Laßberg the Bodmer edition of the Paris manuscript of the Minnesingers but refrains from sending the large Nauclerus manuscript, awaiting a more suitable opportunity. Pupikofer expresses doubt about the claim that Franciscan Berthold preached in their region around 1255. He accepts Laßberg's offer to lend him Berthold's sermons, expressing gratitude for their importance as they were held in the vernacular. Pupikofer mentions his recent excursion to Hówgau and Donau, gathering interesting notes on Minnesingers and other documents. He informs Laßberg that the second volume of Liedersaal cannot be sent due to lost pages, requiring reprinting. Pupikofer discusses Dr. Hofmann's new Willeram edition and Archivar Perz's recently published fifth volume of the Gesellschafts Archives. He plans to visit Constance and invites Laßberg to visit him. Finally, Pupikofer thanks Dekan Dänniker for his note on Johannes Damascenus.;"Berthold; Joh. Vitoduranus; Dr. Hofmann; Archivar Perz; H. v. Raumer; H. Dekan Dänniker; Johannes Damascenus";"Bodmerische Ausgabe; Pariser Handschrift; Minnesänger; Nauclerus; Franziskaner Berthold; Liedersaal; Willeram; Hohes Lied; Gesellschafts Archives; Staufen; Höwgau; Donau";"Hochverehrter Herr! Ich sende Ihnen hier fürs Erste die Bodmerische Ausgabe der Pariser Handschrift der Minnesänger; der Nauclerus ist so schwer und groß, dass ich mich nicht traue, ihn mitzuschicken, und deshalb auf eine freie Gelegenheit warte. Sollten Sie bei Ihrem diesjährigen Neujahrsblatt (über Bischofszell) irgendeinen Gegenstand finden, bei welchem Sie vermuten könnten, dass ich im Stande wäre, Auskunft zu geben, so stehe ich von ganzem Herzen zu Diensten. Ob der Franziskaner Berthold schon um das Jahr 1255 in unseren Gegenden gepredigt hat, muss ich schon darum in Zweifel ziehen, weil Johannes Vitoduranus ausdrücklich sagt, dass er Leute gekannt habe, welche ihn predigen hörten. Indessen sind seine Predigten als Deutsche mir allerdings höchst wichtig, weil sie in der Volkssprache gehalten wurden. Da Berthold selbst sie ""orationes rusticanas"" nannte, nehme ich mit dem verbindlichsten Dank den gütigen Antrag an, den Sie mir machen, mir solche ad statum legendi z. übermachen, wozu sich eben jetzt eine Gelegenheit darbietet. Haben Sie die Güte, mir zu bemerken, wie bald ich sie zurückschicken soll? Ich habe in diesem Spätherbst eine Ausflucht in den Hegau und einige Gegenden der Donau gemacht, wo mir einige interessante Notizen über Minnesänger und selbst urkundliche darunter, zur Ausbeute geworden sind. Habe ich Ihnen den zweiten Band des Liedersaales noch nicht überschickt, so kann ich es nun so bald nicht tun; denn von allen noch vorhandenen Exemplaren sind die 12 ersten Bogen verloren gegangen und werden wohl neu gedruckt werden müssen. Indessen glaube ich, dass Ihnen lieb sein könnte, die Vorrede zu demselben zu kennen und lege sie daher bei. Dr. Hofmann in Breslau gibt den Willeram, deutsche Übersetzung und Auslegung des Hohen Liedes auf Subscription neu heraus, das Exemplar kostet 18 Bazen. Archivar Perz in Hannover hat den fünften Band unseres Gesellschafts Archives herausgegeben, welcher seine auf Kosten der Gesellschaft unternommene Reise nach Italien enthält und voll wichtiger Notizen ist. Sehr viele Quellen hat er für die Geschichte der Staufer entdeckt, die dem bequemen (ich möchte lieber sagen faulen) Herrn von Raumer am Wege lagen und von ihm unbeachtet blieben. Wollen Sie ihn lesen, so steht er Ihnen zu Dienste. Nächsten Samstag gehe ich für einige Tage nach Konstanz, wenn Sie mir das Vergnügen Ihres Besuches gönnen wollten, so würde es im Verlauf dieser Woche mir besonders angenehm sein. Empfehlen Sie mich Herrn Dekan Dänniker, dem ich für seine Notiz über Johannes Damascenus vielmals danke. Mit vollkommener Hochachtung, Ihr ergebenster J. Laßberg. Eppishausen, am 22. November 1828.";;;;;
lassberg-letter-1261;Ludwig Uhland;lassberg-correspondent-0288;Joseph von Laßberg;lassberg-correspondent-0373;Stuttgart;lassberg-place-0147;;;2224;;Stuttgart;Württembergische Landesbibliothek;;;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 101-05;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;1828-11-28;;;;;;;;;;;
lassberg-letter-1262;Joseph von Laßberg;lassberg-correspondent-0373;Johann Kaspar Mörikofer;lassberg-correspondent-0205;Eppishausen;lassberg-place-0043;;;617;220;Zürich;Zentralbibliothek;Handschriftenabteilung, Ms M 32.35;;;;1828-11-30;;;;;;;;;;;
lassberg-letter-1263;Joseph von Laßberg;lassberg-correspondent-0373;Ludwig Uhland;lassberg-correspondent-0288;Eppishausen;lassberg-place-0043;;;618;222;Marbach am Neckar;Schiller Nationalmuseum;;;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 105-10;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;1828-12-02;;;;;;;;;;;
lassberg-letter-1264;Johann Adam Pupikofer;lassberg-correspondent-0179;Joseph von Laßberg;lassberg-correspondent-0373;Bischofszell;lassberg-place-0025;;;2225;;Frauenfeld;Staatsarchiv Thurgau;9'45, 1.1/75.1;;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 27;https://books.google.de/books?id=XWY5AAAAMAAJ;1828-12-04;"Hochverehrtester Herr Baron! Letzten Samstag wurde es mir nicht zu gute, zu den Ihnen übersandten Büchern auch nur ein Wort außer flüchtigen Notizen zu Grimm beifügen zu können. Ich hoffte, Sie bald zu sehen und Ihnen mündlich zu sagen, wie viel Freude die deutschen Rechts Alterthümer mir gemacht haben: allein ich wurde am Sonntage aufgefordert, für zwei Tage in hauslichen Angelegenheiten mich zu entfernen, und Morgen soll dieß nun geschehen; ich kann also am Freitag keine Schwabenknöpfle und Baierische Knödel mit Ihnen essen. Letzten Montag war ich in St. Gallen, um seit drei Jahren zum ersten Male wieder der naturforschenden Gesellschaft, deren unwürdiges Mitglied ich bin, ein Zeichen meines Lebens zu geben. Ich habe aus der Vadianischen Bucherei Schinzens Beiträge, die Sie einst zu sehen wünschten mitgenommen. Es scheint mir, es sei manches lesenswürdige darin; das aber, was Sie erwarteten, wobl nicht: denn dieser Schinz ist nicht der J. Heinrich, der über die Geschichte der Welfen, Toggenburger, Regensberger geforscht hat. Ich weiß nicht, ist es mir im Traume oder im Wachen eingefallen, daß die Anelago, Andilag etc. worüber Grimm sich den Kopf zerstößt, nichts anders, als die investitura sei; wir sagen ja jetzt noch statt ankleiden nur anlegen; Ankleidung würde also bei uns Anlage heißen und dadurch gar wohl jene gerichtliche Formel bezeichnet werden können. Ich erinnere mich nicht, ob Grimm von der Investur besonders handle. Den Haltaus und Ducange habe ich leider nur einmal gesehen in meinem Leben. Mörikofer wird Ihnen die deutsche Marschalken Urkunde nächstens senden. Ihren freundlichen Hausgenossen, die bei der kalten Witterung ohne Zweifel alles Reisen vergessen, wünsche ich einen recht warmen Ofen, und Sie bitte ich um die Fortsetzung Ihrer gütigen Gesinnungen gegen Ihren Pupikofer. Bischofzell, den 4. Dec. 1828.";done;"In this letter, Johan Adam Pupikofer apologizes to Joseph von Laßberg for not being able to join him for a meal due to personal matters. He expresses his appreciation for the ""Deutschen Rechts Alterthümer"" and shares his thoughts on the investiture issue in relation to Grimm's work. Pupikofer mentions his visit to St. Gallen, where he obtained Schinzen's contributions from the Vadiana library, which Laßberg had previously expressed interest in. He notes that the Schinz in question is not J. Heinrich, who researched the history of the Welfs, Toggenburgers, and Regensbergers. Pupikofer also mentions that Mörikofer will send Laßberg the German Marschalken document soon. Finally, he wishes Laßberg's household warmth during the cold weather and hopes for the continuation of Laßberg's kind feelings towards him.";"Grimm;Schinz;Johann Heinrich Schinz;Johann Kaspar Mörikofer";"Deutsche Rechts Alterthümer;Schwabenknöpfle;Baierische Knödel;St. Gallen;Naturforschende Gesellschaft;Vadianische Bücherei;Schinzens Beiträge;Geschichte der Welfen, Toggenburger, Regensberger;Anelago;Andilag;Investitura;Haltaus;Ducange;Deutsche Marschalken Urkunde";"Hochverehrter Herr Baron! Letzten Samstag gelang es mir nicht, zu den Ihnen übersandten Büchern auch nur ein Wort außer flüchtigen Notizen zu Grimm beizufügen. Ich hoffte, Sie bald zu sehen und Ihnen mündlich zu sagen, wie viel Freude die deutschen Rechtsaltertümer mir gemacht haben: jedoch wurde ich am Sonntag aufgefordert, für zwei Tage wegen häuslichen Angelegenheiten mich zu entfernen, und morgen soll dies nun geschehen; ich kann also am Freitag keine Schwabenknöpfle und bayerische Knödel mit Ihnen essen. Letzten Montag war ich in St. Gallen, um seit drei Jahren zum ersten Mal wieder der naturforschenden Gesellschaft, deren unwürdiges Mitglied ich bin, ein Zeichen meines Lebens zu geben. Ich habe aus der Vadianischen Bibliothek Schinzens Beiträge, die Sie einst zu sehen wünschten, mitgenommen. Es scheint mir, es sei manches lesenswerte darin; das aber, was Sie erwarteten, wohl nicht: denn dieser Schinz ist nicht der J. Heinrich, der über die Geschichte der Welfen, Toggenburger, Regensberger geforscht hat. Ich weiß nicht, ob es mir im Traum oder im Wachen eingefallen ist, dass die Anelago, Andilag usw., worüber Grimm sich den Kopf zerbricht, nichts anderes als die Investitur sei; wir sagen ja jetzt noch statt ""ankleiden"" nur ""anlegen""; ""Ankleidung"" würde also bei uns ""Anlage"" heißen und dadurch gar wohl jene gerichtliche Formel bezeichnet werden können. Ich erinnere mich nicht, ob Grimm von der Investitur besonders handelt. Den Haltaus und Ducange habe ich leider nur einmal gesehen in meinem Leben. Mörikofer wird Ihnen die deutsche Marschalken Urkunde demnächst senden. Ihren freundlichen Hausgenossen, die bei der kalten Witterung ohne Zweifel alles Reisen vergessen, wünsche ich einen recht warmen Ofen, und Sie bitte ich um die Fortsetzung Ihrer gütigen Gesinnungen gegen Ihren Pupikofer. Bischofzell, den 4. Dez. 1828.";done;done;done;;
lassberg-letter-1265;Joseph von Laßberg;lassberg-correspondent-0373;Carl Jäger;lassberg-correspondent-0056;Eppishausen;lassberg-place-0043;;;619;;Münster;Universitätsbibliothek;;;;;1828-12-12;;;;;;;;;;;
lassberg-letter-1266;Jacob Grimm;lassberg-correspondent-0170;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;2226;;Krakau;Jagiellonische Bibliothek;;;Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 249;https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf;1828-12-18;;;;;;;;;;;
lassberg-letter-1267;Joseph von Laßberg;lassberg-correspondent-0373;Johann Adam Pupikofer;lassberg-correspondent-0179;Unbekannt;lassberg-place-0152;;;621;;Winterthur;Stadtbibliothek;Ms BRH 46/5;;;;1828-12-21;;;;;;;;;;;
lassberg-letter-1268;Joseph von Laßberg;lassberg-correspondent-0373;Johann Adam Pupikofer;lassberg-correspondent-0179;Eppishausen;lassberg-place-0043;;;622;237;Winterthur;Stadtbibliothek;Ms BRH 46/5;;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 244;https://books.google.de/books?id=dXkKAAAAIAAJ;1828-12-22;;;;;;;;;;;
lassberg-letter-1269;Melchior Kirchhofer;lassberg-correspondent-0307;Joseph von Laßberg;lassberg-correspondent-0373;Stein;lassberg-place-0144;;;2227;;Freiburg i.Br.;Universitätsbibliothek;Autograph Nr. 1643;https://dl.ub.uni-freiburg.de/diglit/autogr1643/;;;1828-12-26;;;;;;;done;done;done;;
lassberg-letter-1270;Johann Adam Pupikofer;lassberg-correspondent-0179;Joseph von Laßberg;lassberg-correspondent-0373;Bischofszell;lassberg-place-0025;;;2228;;Frauenfeld;Staatsarchiv Thurgau;9'45, 1.1/75.1;;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 28;https://books.google.de/books?id=XWY5AAAAMAAJ;1828-12-30;"Mein verehrtester Herr und Nachbar! Wie übel es doch Ihrem Schneehuhn ergangen ist! Wohl war in der Todesstunde demselben kein geringer Trost die Hoffnung, von einem sachverständigen Gaumen der Feinheit und Schmackhaftigkeit gerühmt zu werden und somit wenigstens einen Schatten des Nachruhms einzuernten. Wie schmeichelhaft mochte die Aussicht sein, in der Zelle des heiligen Eppo zum Opfer zu dienen, und von einem so hocherfahrenen, des edeln Weidwerks durch und durch kundigen Jäger ge speist zu werden! Nun kommt es einem Chorsänger in die Hände, der nichts anders als Erdäpfel und Kalbsbraten zu beurtheilen versteht, und alle Hoffnung auf eine auch nur augenblickliche Berühmtheit ist verschwunden! Was wird die gute Frau Doctorin dazu sagen? Unser einer denkt dabei an die Brosamen, die von des Reichen Tische fielen, und dankt gar schön. Aber selbst im alten Jahre nochmals zu Ihnen zu kom men, will mir nicht gelingen; ich sollte die commentationes fatales des edeln Mannes Rütiner in einigen Tagen zurück gehen lassen, und bin kaum zur Hälfte damit fertig. Was er doch von der Frau des gelehrten Fritz Jakob von Anwyl schreibt: Tom. I. p. 31 heißt es: Uxor Jacobi Fritz von Anwyl tum cum libros bibliopola adfert: „Supersunt aegretanti podagra. vel immensum pretium dicit poscere, ne emat. Si vir sciret, contunderetur. Lieset man dieß nicht auch im Gesichte der herrischen Frau auf Ihrer gemalten Scheibe. Herr Dekan Däniker wünscht Ihnen guten Fmpfang der Morgenblätter, die Sie mit Muße durchgehen können. Die frühem Jahrgänge hat er nicht mehr. Mit der Abfassung des Thurg. Neujahrstücks bitte ich, Nachsicht zu tragen. Das Schaffhausersche werden Sie wohl bereits bekommen haben: aber Herr Pfr. Kirchhofer lobt die Empfänglichkeit dafür nicht sehr. Wir haben am Neujahrs-Abend auf dem Schlosse ein Abendessen, welchem Herr Oberamtmann und Herr Dekan Däniker mit Ihren Frauen beiwohnen werden; wir werden auch Punsch anfertigen und den jungen Leuten und den Laien Gelegenheit zum Tanz verschaffen. Wollen Sie nicht auch dabei sein? Am Tage des heil. Bertholdus, der im Kalender freilich nach dem unschuldigen Schäfer Abel den Ehrenplatz läßt, spreche ich um ein Süppchen in Eppishausen ein: da werden Sie doch wohl nicht ausweichen? Und nun Gott befohlen das alte Jahr! Das neue bringe Ihnen recht viele Antiquitäten ins Haus und nehme Ihnen keines der Güter, die Sie besitzen. Mir erhalte es Ihr freundliches Wohlwollen und das Vergnügen, recht oft bei Ihnen zu sein. Leben Sie wohl, wie es von Herzen wünscht Ihr Diac. Pupikofer. Bischofzell, den 30. Dec. 1828.";done;Pupikofer writes cheerfully about the unfortunate fate of a snow grouse, lamenting that it would not be enjoyed by a more discerning palate. Pupikofer mentions his progress in reading Rütiner's commentaries and shares a quote about the wife of the learned Fritz Jakob von Anwyl. He informs Laßberg that Dean Däniker wishes him a good reception of the morning newspapers and asks for patience regarding the Thurgau New Year's piece. Pupikofer extends an invitation to a New Year's Eve dinner at the castle, where dancing and punch will be available for the young and the laypeople. He also invites Laßberg to join him for a soup on the day of St. Bertholdus. Finally, Pupikofer wishes Laßberg a prosperous new year filled with antiquities and the continuation of their friendship.;"Rütiner; Fritz Jakob von Anwyl; Frau Doctorin; Herr Dekan Däniker; Herr Oberamtmann; Herr Pfr. Kirchhofer.";"Schneehuhn; commentationes fatales; Thurgauer Neujahrstück; Schaffhauser Neujahrstück; Abendessen auf dem Schloss; Tanz";Mein verehrtester Herr und Nachbar! Wie übel ist es doch Ihrem Schneehuhn ergangen! In der Todesstunde war die Hoffnung, von einem sachverständigen Gaumen für Feinheit und Schmackhaftigkeit gerühmt zu werden und somit wenigstens einen Hauch des Nachruhms einzuernten, ein Trost. Es schien aussichtsreich, in der Zelle des heiligen Eppo als Opfer zu dienen und von einem erfahrenen Jäger, der das edle Weidwerk versteht, verspeist zu werden. Nun landet es bei einem Chorsänger, der nur Kartoffeln und Kalbsbraten beurteilen kann, und alle Hoffnung auf momentane Berühmtheit schwindet. Was wird die gute Frau Doktorin dazu sagen? Ich kann leider nicht zu Ihnen kommen, da ich Rütiners Commentationes fatales noch lesen muss. Fritz Jakob von Anwyls Frau kommt auch zur Sprache. Herr Dekan Däniker wünscht Ihnen guten Empfang der Morgenblätter. Die früheren Jahrgänge hat er nicht mehr. Bitte haben Sie Nachsicht mit der Abfassung des Thurgauer Neujahrstücks. Das Schaffhauser Neujahrstück haben Sie wohl bereits erhalten, aber Herr Pfarrer Kirchhofer lobt die Empfänglichkeit dafür nicht sehr. Wir haben am Neujahrsabend auf dem Schloss ein Abendessen, bei dem Herr Oberamtmann und Herr Dekan Däniker mit ihren Frauen teilnehmen werden. Wir werden auch Punsch anfertigen und den jungen Leuten und Laien Gelegenheit zum Tanz bieten. Möchten Sie nicht auch dabei sein? Am Tag des heiligen Bertholdus lade ich Sie zu einer Suppe in Eppishausen ein. Das neue Jahr bringt Ihnen hoffentlich viele Antiquitäten ins Haus und nimmt Ihnen keines Ihrer Güter. Mir erhalte es Ihr freundliches Wohlwollen und das Vergnügen, oft bei Ihnen zu sein. Leben Sie wohl, wie es von Herzen wünscht Ihr Diakon Pupikofer. Bischofzell, den 30. Dezember 1828.;done;done;done;done;
lassberg-letter-1271;Joseph von Laßberg;lassberg-correspondent-0373;Egbert Friedrich von Mülinen;lassberg-correspondent-0075;Eppishausen;lassberg-place-0043;;;623;239;Bern;Burgerbibliothek;;;;;1828-12-31;;;;;;;;;;;
lassberg-letter-1272;Joseph von Laßberg;lassberg-correspondent-0373;Johann Kaspar Mörikofer;lassberg-correspondent-0205;Eppishausen;lassberg-place-0043;;;624;3;Zürich;Zentralbibliothek;Handschriftenabteilung, Ms M 32.35;;;;1829-01-09;;;;;;;;;;;
lassberg-letter-1273;Jacob Grimm;lassberg-correspondent-0170;Joseph von Laßberg;lassberg-correspondent-0373;Kassel;lassberg-place-0075;;;2229;;Krakau;Jagiellonische Bibliothek;;;Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 365;https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf;1829-01-10;;;;;;;;;;;
lassberg-letter-1274;Johann Adam Pupikofer;lassberg-correspondent-0179;Joseph von Laßberg;lassberg-correspondent-0373;Bischofszell;lassberg-place-0025;;;2230;;Frauenfeld;Staatsarchiv Thurgau;9'45, 1.1/75.1;;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 29;https://books.google.de/books?id=XWY5AAAAMAAJ;1829-01-17;"Hochwohlgeborner Herr und Gönner! Da ich einen Pack Bücher von Ihnen erwartete und dieser nicht angekommen ist, so bin ich etwas unruhig geworden; nicht etwa deswegen, weil ich der Bücher sehr bedürfte, sondern weil ich fürchte, Sie möchten von einem Rückfall betroffen und wieder krank geworden sein. Doch vielleicht sind Sie nach Heiligenberg verreist, durch Gäste gehindert oder über eine neue Entdeckung im alten Bardenhain so versessen, daß Sie des armen Diakonus an der Sitter ganz vergessen haben. Daß ich weder so glücklich in Entdeckungen, noch so vergeßlich bin, sollen Ihnen mitkommende Schriften beweisen.  Das alte Zürich hat, wie ich hoffe, auch für Sie manches bemerkenswerthe; die Helvetia und das St. Gallische Neujahrsblatt sind Fortsetzungen. Für den Gebrauch der Müllerschen Alterthümer bin ich Ihnen sehr dankbar; sie dienten mir zum Theil als Erläuterung zum alten Zürich. Sollte das Appenzellische Landbuch nicht auch Beiträge für Herrn Grimm enthalten? Mit Grimms Alterthümern bin ich bald fertig; daß so viele mir unverständliche nordische Stellen angeführt und nicht übersetzt sind, verdrießt mich nicht selten.  Leben Sie wohl und gedenken Sie zuweilen Ihres Pupikofer. Bischofzell, den 17. Jan. 1829.";done;"In this letter, Johan Adam Pupikofer expresses concern to Joseph von Laßberg about a package of books he was expecting but has not yet received. He worries that Laßberg might have fallen ill again or have been too preoccupied with other matters. Pupikofer mentions some writings he is sending to Laßberg, including ""Das alte Zürich,"" which he hopes will be of interest. He also discusses the usefulness of Müller's antiquities in his studies and wonders if the Appenzell Landbuch might contain valuable information for Grimm. Pupikofer concludes by expressing frustration with untranslated Nordic passages in Grimm's ""Alterthümer"" and wishes Laßberg well.";"Herr Grimm; Müller";"Pack Bücher; Heiligenberg; Bardenhain; Diakonus an der Sitter; Das alte Zürich; Helvetia; St. Gallische Neujahrsblatt; Müllersche Alterthümer; Appenzellische Landbuch; Grimms Alterthümer";"Hochwohlgeborener Herr und Gönner! Da ich ein Paket Bücher von Ihnen erwartete und dieses nicht angekommen ist, bin ich etwas unruhig geworden; nicht etwa deswegen, weil ich die Bücher sehr benötige, sondern weil ich befürchte, Sie könnten von einem Rückfall betroffen und wieder krank geworden sein. Vielleicht sind Sie aber nach Heiligenberg verreist, durch Gäste verhindert oder von einer neuen Entdeckung im alten Bardenhain so begeistert, dass Sie den armen Diakon an der Sitter ganz vergessen haben. Dass ich weder so glücklich in Entdeckungen bin, noch so vergesslich, sollen Ihnen die beiliegenden Schriften beweisen. Das alte Zürich hat, wie ich hoffe, auch für Sie manches Bemerkenswerte; die Helvetia und das St. Gallische Neujahrsblatt sind Fortsetzungen. Für den Gebrauch der Müllerschen Altertümer bin ich Ihnen sehr dankbar; sie dienten mir zum Teil als Erläuterung zum alten Zürich. Sollte das Appenzellische Landbuch nicht auch Beiträge für Herrn Grimm enthalten? Mit Grimms Altertümern bin ich bald fertig; dass so viele mir unverständliche nordische Stellen angeführt und nicht übersetzt sind, ärgert mich nicht selten. Leben Sie wohl und denken Sie zuweilen an Ihren Pupikofer. Bischofzell, den 17. Jan. 1829.";done;done;done;;
lassberg-letter-1275;Joseph von Laßberg;lassberg-correspondent-0373;Jacob Grimm;lassberg-correspondent-0170;Eppishausen;lassberg-place-0043;;;625;9;Berlin;Staatsbibliothek Preussischer Kulturbesitz;;;Albert Leitzmann, Briefe des Freiherrn Joseph von Laßberg an Jakob Grimm. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1050-53;-;1829-01-20;;;;;;;;;;;
lassberg-letter-1276;Egbert Friedrich von Mülinen;lassberg-correspondent-0075;Joseph von Laßberg;lassberg-correspondent-0373;Bern;lassberg-place-0020;;;2231;;Bern;Burgerbibliothek;;;;;1829-01-20;;;;;;;;;;;
lassberg-letter-1277;Egbert Friedrich von Mülinen;lassberg-correspondent-0075;Joseph von Laßberg;lassberg-correspondent-0373;Bern;lassberg-place-0020;;;2232;;Bern;Burgerbibliothek;;;;;1829-01-25;;;;;;;;;;;
lassberg-letter-1278;Joseph von Laßberg;lassberg-correspondent-0373;Friedrich Heinrich von der Hagen;lassberg-correspondent-0119;Eppishausen;lassberg-place-0043;;;626;;Berlin;Staatsbibliothek Preussischer Kulturbesitz;;;Martin Harris, Joseph von Laßberg im Briefwechsel mit norddeutschen Germanisten. Neu aufgefundene Briefe zur Geschichte der germanischen Philologie. In: Euphorion 80 (1986), S. 46-82, S. 76;-;1829-02-02;;;;;;;;;;;
lassberg-letter-1279;Joseph von Laßberg;lassberg-correspondent-0373;Egbert Friedrich von Mülinen;lassberg-correspondent-0075;Eppishausen;lassberg-place-0043;;;627;22;Bern;Burgerbibliothek;;;;;1829-02-02;;;;;;;;;;;
